Sampler,Lab,SiteNum,NERRSiteNum,Date,Season,Year,ID,Sample No,SiteName,Storm,Rep,TN,TP,Phosphate,SilicaJ,NNN,Ammonia,Chla,TSS,Comments,Time,Temp,SpCond,Salinity,DO,DOSat,Depthm,pH,Turbidity,Comment
DOH,DOH,H6,10,7/26/2017,1,2017,322201,GT07261701,Heeia Mouth,,,227,62,,13000,64,62,0,31,"""0.00"" value for chlorophyll a means that this parameter was not analyzed.",10:19 AM,27.89,,17.13,3.28,47.8,,7.4,14.4,
DOH,DOH,H1,1,7/26/2017,1,2017,322203,GT07261703,Heeia Upper,,,119,26,,33000,57,6,0,1,"""0.00"" value for chlorophyll a means that this parameter was not analyzed.",10:55 AM,22.23,,0.07,8.02,92.2,,8.36,0.83,
DOH,DOH,H2,2,8/16/2017,1,2017,322202,GT08161702,Heeia Lower,,,540,28,,30900,153,12,0,5,0.00 value for chlorophyll a means that this parameter was not analyzed.,10:30 AM,23.61,,0.09,7.69,90.8,,8.57,2.77,
DOH,DOH,H6,10,8/16/2017,1,2017,322201,GT08161701,Heeia Mouth,,,102,20,,1440,21,2,0,17,0.00 value for chlorophyll a means that this parameter was not analyzed.,10:15 AM,26.73,,32.43,5.69,86.6,,7.91,3.45,
DOH,DOH,H1,1,8/16/2017,1,2017,322203,GT08161703,Heeia Upper,,,129,28,,30200,61,6,0,1,0.00 value for chlorophyll a means that this parameter was not analyzed.,10:50 AM,21.92,,0.07,8.05,91.9,,8.57,0.91,
TNC,SLABS,H3A,4,8/21/2017,1,2017,3.1,,Auwai 1,,,96.155491,2.548750686,1.370005752,6176.960739,2.721826366,1.5448,,12.5929368,,,,,,,,,,,
TNC,SLABS,H2,2,8/21/2017,1,2017,2,,Heeia Lower,,,365.2448483,30.30702754,23.99644701,12375.61054,176.1267442,20.5699,,1.313653137,,,,,,,,,,,
TNC,SLABS,H4A,5,8/21/2017,1,2017,4.1,,Loi DS 1,,,108.6340257,3.595542244,3.275955741,6295.169328,3.641239285,4.7576,,16.06333333,,,,,,,,,,,
TNC,SLABS,H4B,7,8/21/2017,1,2017,4.2,,MR Bridge,,,195.0897841,2.468228258,2.087691543,5081.097586,3.240702964,7.4236,,23.66625,,,,,,,,,,,
TNC,SLABS,H5,8,8/21/2017,1,2017,5,,Wai 2,,,155.3943856,3.310053637,2.094137822,5744.456373,1.720485562,2.6383,,25.766,,,,,,,,,,,
TNC,SLABS,H3A,4,10/13/2017,2,2017,,,Auwai 1,,,134.672475,11.53376697,10.86069807,12767.74166,1.561190037,1.6805,,6.764,,,,,,,,,,,
TNC,SLABS,H2,2,10/13/2017,2,2017,,,Heeia Lower,,,319.250925,29.70549982,23.4168886,13291.52106,180.3174492,5.8055,,2.704,,,,,,,,,,,
TNC,SLABS,H1,1,10/13/2017,2,2017,,,Heeia Upper,,,142.6782,31.29685257,24.75657524,13678.66235,66.7668939,21.9096,,1.468,,,,,,,,,,,
TNC,SLABS,H4A,5,10/13/2017,2,2017,,,Loi DS 1,,,180.13485,18.39931741,16.28912631,12671.69894,0.520396679,4.2361,,28.37142857,,,,,,,,,,,
TNC,SLABS,H4B,7,10/13/2017,2,2017,,,MR Bridge,,,153.66645,10.37053258,9.307470779,12414.59487,0.390297509,1.5,,9.015,,,,,,,,,,,
TNC,SLABS,H5,8,10/13/2017,2,2017,,,Wai 2,,,146.047125,12.93567297,10.33696152,11755.49754,0.273508726,1.5,,3.748,,,,,,,,,,,
TNC,SLABS,H3A,4,11/13/2017,2,2017,,,Auwai 1,,,198.58545,25.64447891,24.9004342,12452.87994,1.188239083,8.9027,,4.34,,,,,,,,,,,
TNC,SLABS,H3B,3,11/13/2017,2,2017,,,Haptuk,,,269.89,13.75,11.08,14072.73,151.9,2.1389,,4.25,,,,,,,,,,,
TNC,SLABS,H2,2,11/13/2017,2,2017,,,Heeia Lower,,,434.38605,15.77337916,12.44764231,14119.93082,202.7985858,78.1802,,1.568,,,,,,,,,,,
TNC,SLABS,H1,1,11/13/2017,2,2017,,,Heeia Upper,,,122.1507,21.55737024,20.99601191,14106.72907,42.64650784,2.5972,,1.124,,,,,,,,,,,
TNC,SLABS,H4A,5,11/13/2017,2,2017,,,Loi DS 1,,,205.649325,21.59104481,21.02748106,12398.40551,1.179565806,1.5,,9.392,,,,,,,,,,,
TNC,SLABS,H4B,7,11/13/2017,2,2017,,,MR Bridge,,,239.048775,17.60419261,12.64769619,10967.35312,0.546416513,1.5,,5.944,,,,,,,,,,,
TNC,SLABS,H5,8,11/13/2017,2,2017,,,Wai 2,,,237.527325,16.19167759,12.03492074,11004.52293,0.504347675,1.5,,9.276,,,,,,,,,,,
TNC,SLABS,H3A,4,12/7/2017,2,2017,,,Auwai 1,,,85.116675,16.25230055,8.770247446,12088.84171,1.708635762,10.625,,1.616,,,,,,,,,,,
TNC,SLABS,H3B,3,12/7/2017,2,2017,,,Haptuk,,,320.05,12.52,8.88,13934.12,204.33,13.9374,,4.56,,,,,,,,,,,
TNC,SLABS,H2,2,12/7/2017,2,2017,,,Heeia Lower,,,378.672,27.54029607,24.41041459,14343.04038,247.6827993,18.7846,,1.304,,,,,,,,,,,
TNC,SLABS,H1,1,12/7/2017,2,2017,,,Heeia Upper,,,183.6849,30.98368031,23.62368586,14276.0415,95.97849414,20.9582,,1.744,,,,,,,,,,,
TNC,SLABS,H4A,5,12/7/2017,2,2017,,,Loi DS 1,,,139.5387,10.10513221,5.533420672,12319.54228,3.087686961,21.5277,,48.632,,,,,,,,,,,
TNC,SLABS,H4B,7,12/7/2017,2,2017,,,MR Bridge,,,136.85805,17.90124512,4.177999461,12293.46882,0.312238007,3.9792,,12.112,,,,,,,,,,,
TNC,SLABS,H5,8,12/7/2017,2,2017,,,Wai 2,,,143.825325,9.08666645,6.936045608,12861.14404,0.225505228,2.5069,,7.036,,,,,,,,,,,
TNC,SLABS,H3A,4,1/8/2018,2,2018,,,Auwai 1,,,90.53835,17.98611727,4.002671344,12893.81837,1.16221925,1.5,,2.524,,,,,,,,,,,
TNC,SLABS,H4A,3,1/8/2018,2,2018,,,Haptuk,,,155.67,10.46,7.37,12425.49,1.84,18.5416,,3.38,,,,,,,,,,,
TNC,SLABS,H2,2,1/8/2018,2,2018,,,Heeia Lower,,,321.94365,21.46811734,20.7532499,14643.05013,218.1416145,2.1111,,2.76,,,,,,,,,,,
TNC,SLABS,H3B,5,1/8/2018,2,2018,,,Loi DS 1,,,256.799025,9.007856599,9.066956567,14094.51745,157.8970257,1.993,,75.96,,,,,,,,,,,
TNC,SLABS,H4B,7,1/8/2018,2,2018,,,MR Bridge,,,105.885675,10.03844695,6.97201035,12712.62436,1.387724477,2.3055,,3.984,,,,,,,,,,,
TNC,SLABS,H5,8,1/8/2018,2,2018,,,Wai 2,Storm,,125.0487,7.413472699,4.452230618,12751.23947,0.607129459,1.5,,3.968,,,,,,,,,,,
TNC,SLABS,H3B,3,1/25/2018,2,2018,,,3B,Storm,,308.65,16.29,14.81,12704.17,217.91,11.84,,1.85,,,,,,,,,,,
TNC,SLABS,H2,2,1/25/2018,2,2018,,,ALALOA BRIDGE SITE2,Storm,,492.24,66.56,44.2,14139.08,245.5,10.3,,2.25,,,,,,,,,,,
TNC,SLABS,H3A,4,1/25/2018,2,2018,,,AUWAI 1,Storm,,246.54,27.53,18.83,11837.78,8.55,48.31,,5.32,,,,,,,,,,,
TNC,SLABS,H4A,5,1/25/2018,2,2018,,,DS LOI 1 4A,Storm,,129.33,21.54,18.22,12714.62,14.46,3.03,,7,,,,,,,,,,,
TNC,SLABS,H4B,7,1/25/2018,2,2018,,,NEW BRIDGE,Storm,,139.86,10.72,10.31,8986.07,8.72,1.5,,3.5,,,,,,,,,,,
TNC,SLABS,H5,8,1/25/2018,2,2018,,,WAI 2,Storm,,180.72,8.77,8.25,11546.2,12.24,11.84,,5.02,,,,,,,,,,,
TNC,SLABS,H1,1,2/2/2018,2,2018,,,H1 FALINSKI 2/2/18,,,151.96,41.95,28.12,15603.6,87.74,3.92,,4.524,,,,,,,,,,,
TNC,SLABS,H2,2,2/2/2018,2,2018,,,H2 FALINSKI,,,315.3,40.78,26.77,14849.05,238.78,5.01,,2.496,,,,,,,,,,,
TNC,SLABS,H3A,4,2/2/2018,2,2018,,,H3A FALINSKI,,,137.76,34.29,21.39,13211.04,1.08,2.53,,3.188,,,,,,,,,,,
TNC,SLABS,H3B,3,2/2/2018,2,2018,,,H3B FALINSKI,,,260.82,16.98,15.75,14124.1,171.87,3.46,,2.78,,,,,,,,,,,
TNC,SLABS,H4A,5,2/2/2018,2,2018,,,H4A FALINSKI,,,150.55,13.83,11.39,13356.65,13.31,4.57,,7.628,,,,,,,,,,,
TNC,SLABS,H4B,7,2/2/2018,2,2018,,,H4B FALINSKI,,,162.55,11.76,10.39,13090.85,8.15,2.47,,5.752,,,,,,,,,,,
TNC,SLABS,H5,8,2/2/2018,2,2018,,,H5 FALINSKI 2/2/18,,,179.53,10.99,11.62,12667.59,8.35,9.09,,4.7,,,,,,,,,,,
TNC,SLABS,H4B,7,2/19/2018,2,2018,,,KANE 4B 2/19/18,,,278.19,21.24,12.75,8452.72,96.03,7.54,,77.528,,,,,,,,,,,
TNC,SLABS,H1,1,3/1/2018,2,2018,,,H1,,,115.29,34.84,22.12,12870.28,61.81,1.57,,0.08,,,,,,,,,,,
TNC,SLABS,H2,2,3/1/2018,2,2018,,,H2,,,382.46,35.4,23.42,13055.5,305.26,8.3,,1.44,,,,,,,,,,,
TNC,SLABS,H3B,3,3/1/2018,2,2018,,,H3,,,416.23,26,20.76,12912.97,273.45,26.81,,2.97,,,,,,,,,,,
TNC,SLABS,H3A,4,3/1/2018,2,2018,,,H4,,,142.76,19.14,14.84,11741.3,22.87,1.5,,2.22,,,,,,,,,,,
TNC,SLABS,H4A,5,3/1/2018,2,2018,,,H5,,,164.67,23.46,16.46,11875.72,19,8.18,,10.84,,,,,,,,,,,
TNC,SLABS,H4B,7,3/1/2018,2,2018,,,H6,,,154.1,5.06,2.66,11981.91,12.16,1.5,,12.36,,,,,,,,,,,
TNC,SLABS,H5,8,3/1/2018,2,2018,,,H7,,,185.4,18.44,3.07,12319.55,40.59,1.5,,3.22,,,,,,,,,,,
TNC,SLABS,H3A,4,4/1/2018,2,,,,H3A Storm,storm,,,,,,,,,66.216,,,,,,,,,,,
TNC,SLABS,H4A,5,4/1/2018,2,,,,H4A Storm,Storm,,,,,,,,,9.64,,,,,,,,,,,
TNC,SLABS,H1,1,4/4/2018,1,2018,,,H1,,,139.61,38.93,16.28,13432.66,71.37,4.94,,0.24,,,,,,,,,,,
TNC,SLABS,H2,2,4/4/2018,1,2018,,,H2,,,409.62,40.56,14.57,13101.37,250.28,12.63,,1.4,,,,,,,,,,,
TNC,SLABS,H3B,3,4/4/2018,1,2018,,,H3,,,366.92,18.65,9.46,12700.93,224.69,14.77,,3.68,,,,,,,,,,,
TNC,SLABS,H3A,4,4/4/2018,1,2018,,,H4,,,131.21,11.88,6.94,12033.77,18.5,2.21,,2.48,,,,,,,,,,,
TNC,SLABS,H4A,5,4/4/2018,1,2018,,,H5,,,141.24,7.74,6.97,11933.58,12.78,1.5,,15.51,,,,,,,,,,,
TNC,SLABS,H4B,7,4/4/2018,1,2018,,,H6,,,174,6.83,6.44,11449.52,12.44,1.5,,9.47,,,,,,,,,,,
TNC,SLABS,H5,8,4/4/2018,1,2018,,,H7,,,175.35,12.59,8.95,10935.48,37.07,1.5,,5,,,,,,,,,,,
TNC,SLABS,H2,2,5/2/2018,1,2018,,,ALALOA,,,391.14,35.17,24.29,12740.09,274.73,6.69,,0.7,,,,,,,,,,,
TNC,SLABS,H3A,4,5/2/2018,1,2018,,,AUWAI 1,,,150.35,20.61,16.35,11136.58,12.93,1.5,,0.84,,,,,,,,,,,
TNC,SLABS,H4A,5,5/2/2018,1,2018,,,DS LOI,,,187.88,17.93,13.75,11381.08,16.43,9.61,,3.98,,,,,,,,,,,
TNC,SLABS,H3B,3,5/2/2018,1,2018,,,H3 HOPTUR,,,345.78,21.05,16.18,12596.85,218.84,5.81,,1.16,,,,,,,,,,,
TNC,SLABS,H4B,7,5/2/2018,1,2018,,,MG BRIDGE 5/2/18,,,301.97,67.95,18.81,7972.61,8.41,28.84,,3.7,,,,,,,,,,,
TNC,SLABS,H1,1,5/2/2018,1,2018,,,PAPAHANA 5/2/18,,,143.63,39.01,21.52,12779.26,78.76,1.5,,1.57,,,,,,,,,,,
TNC,SLABS,H5,8,5/2/2018,1,2018,,,WAI 2,,,169.62,31.01,13.51,11055.44,23.51,1.5,,1.61,,,,,,,,,,,
TNC,SLABS,H2,2,6/5/2018,,2018,,,Alaloa,,,322,29.1,21.4,22015.6,240.9,4.8,,,,,,,,,,,,,
TNC,SLABS,H3A,4,6/5/2018,,2018,,,Auwai 1,,,191.4,17.3,12.5,20033.2,5.3,3.9,,,,,,,,,,,,,
TNC,SLABS,H4A,5,6/5/2018,,2018,,,DS Loi,,,157.1,11.9,11,20311.3,5.7,6.4,,,,,,,,,,,,,
TNC,SLABS,H3B,3,6/5/2018,,2018,,,Haptuk,,,266.8,16.4,13.6,19372.9,142.8,7.9,,,,,,,,,,,,,
TNC,SLABS,H4B,7,6/5/2018,,2018,,,New bridge,,,163.8,13.3,12.6,18956,2.4,21.7,,,,,,,,,,,,,
TNC,SLABS,H1,1,6/5/2018,,2018,,,Papahana,,,193.8,24,28.6,21595.6,73.9,0.7,,,,,,,,,,,,,
TNC,SLABS,H5,8,6/5/2018,,2018,,,Wai 2,,,168.3,16.5,13.4,17479.4,6.6,4.7,,,,,,,,,,,,,
TNC,SLABS,H3A,4,6/6/2018,,2018,,,Auwai 1,Storm,,133,9.7,9.3,18274.5,1.6,1.5,,,,,,,,,,,,,
TNC,SLABS,H4A,5,6/6/2018,,2018,,,Loi DS,Storm,,231.3,13,10.1,15266.9,1.9,11.9,,,,,,,,,,,,,
TNC,SLABS,H2,2,6/25/2018,,2018,,,Alaloa,,,382.8,44.1,28.1,18979,141.1,11.2,,,,,,,,,,,,,
TNC,SLABS,H3A,4,6/25/2018,,2018,,,Auwai 1,,,124.2,4.6,3.6,6615.4,1.4,0.9,,,,,,,,,,,,,
TNC,SLABS,H3B,3,6/25/2018,,2018,,,Haptuk,,,287.1,18.6,15.7,17766,143.6,5.8,,,,,,,,,,,,,
TNC,SLABS,H4A,5,6/25/2018,,2018,,,Loi DS,,,163.7,11.4,9.4,13919,0.9,2.7,,,,,,,,,,,,,
TNC,SLABS,H4B,7,6/25/2018,,2018,,,New bridge,,,233.7,34.5,15.8,6501.4,1.4,54.2,,,,,,,,,,,,,
TNC,SLABS,H1,1,6/25/2018,,2018,,,Papahana,,,112.8,29.6,26.7,20107.2,61.9,0.6,,,,,,,,,,,,,
TNC,SLABS,H5,8,6/25/2018,,2018,,,Wai 2,,,124.5,9.5,6.2,13046.5,9.1,0.3,,,,,,,,,,,,,
TNC,SLABS,H2,2,8/28/2018,1,2018,,,ALALOA 1,Storm,,263.95,23.26,11.81,9056.43,96.63,8.46,,43.96,,,,,,,,,,,
TNC,SLABS,H2,2,8/28/2018,1,2018,,,ALALOA 2,Storm,,250.96,16.79,10.83,9042.32,94.94,2.72,,42.16,,,,,,,,,,,
TNC,SLABS,H3A,4,8/28/2018,1,2018,,,AUWAI 1,Storm,,382.07,67.55,45.55,6741.66,30.69,24.45,,107.09,,,,,,,,,,,
TNC,SLABS,H4A,5,8/28/2018,1,2018,,,DS LOI,Storm,,270.25,33.02,21.8,5597.51,44.95,13.13,,135.73,,,,,,,,,,,
TNC,SLABS,H3B,3,8/28/2018,1,2018,,,HAPTUCK,Storm,,288.81,18.33,11.64,6112.96,101.78,6.14,,222.15,,,,,,,,,,,
TNC,SLABS,H1,1,8/28/2018,1,2018,,,PAPAHANA 8/28/18,Storm,,128.27,15.94,8.96,8994.34,32.06,1.5,,16.97,,,,,,,,,,,
TNC,SLABS,H5,8,8/28/2018,1,2018,,,WAI 2 8/28/18,Storm,,372.55,31.39,16.34,9612.46,58.9,62.5,,98.77,,,,,,,,,,,
TNC,SLABS,H3A,4,9/13/2018,1,2018,,storm,3A,Storm,,308.83,24.36,13.28,7963.05,22.36,5.77,,157.53,,,,,,,,,,,
TNC,SLABS,H3B,3,9/13/2018,1,2018,,,3B,Storm,,364.13,24.27,13.62,5002.49,141.77,80.12,,155.76,,,,,,,,,,,
TNC,SLABS,H4A,5,9/13/2018,1,2018,,,4A,Storm,,342.04,28.62,13.93,4856.94,66.66,25.16,,116.47,,,,,,,,,,,
TNC,SLABS,H4B,7,9/13/2018,1,2018,,,4B,Storm,,229.32,14.69,6.45,7063.54,45.63,5.8,,114.01,,,,,,,,,,,
TNC,SLABS,H1,1,9/26/2018,1,2018,,,H1,,,118.72,46.59,30.61,13591.1,94.09,1.74,,0.68,,,,,,,,,,,
TNC,SLABS,H2,2,9/26/2018,1,2018,,,H2,,,417.88,43.56,28.12,14061.94,219.4,9.13,,1.4,,,,,,,,,,,
TNC,SLABS,H3A,4,9/26/2018,1,2018,,,H3A,,,136.86,45.09,24.67,13169.77,6.73,3.21,,5.77,,,,,,,,,,,
TNC,SLABS,H3B,3,9/26/2018,1,2018,,,H3B,,,254.81,23.02,19.1,13723.82,169.22,4.55,,9.6,,,,,,,,,,,
TNC,SLABS,H4A,5,9/26/2018,1,2018,,,H4A,,,136.87,26,16.56,12933.12,5.75,1.5,,22.78,,,,,,,,,,,
TNC,SLABS,H4B,7,9/26/2018,1,2018,,,H4B,,,134.16,65.9,38.33,13013.18,4.82,11.4,,3.37,,,,,,,,,,,
TNC,SLABS,H5,8,9/26/2018,1,2018,,,H5,,,121.09,53.26,30.43,13274.75,4.93,1.5,,3.68,,,,,,,,,,,
TNC,SLABS,H1,1,10/23/2018,2,2018,,,H1,,,139.37,42.77,27.69,19241.6,93.44,13.82,,1.99,,,,,,,,,,,
TNC,SLABS,H2,2,10/23/2018,2,2018,,,H2,,,324.87,69.68,42.36,19603.2,269.6,5.48,,1.12,,,,,,,,,,,
TNC,SLABS,H3B,3,10/23/2018,2,2018,,,H3A,,,329.6,27.17,19.21,19627.61,255.33,8.93,,6.48,,,,,,,,,,,
TNC,SLABS,H3A,4,10/23/2018,2,2018,,,H3B,,,169.68,27.59,16.82,18026.79,1.12,2.12,,6.43,,,,,,,,,,,
TNC,SLABS,H4B,7,10/23/2018,2,2018,,,H4A,,,154.93,46.62,25.76,17250.79,4.27,2.31,,2.81,,,,,,,,,,,
TNC,SLABS,H4A,5,10/23/2018,2,2018,,,H4B,,,199.71,21.27,14.13,17736.38,1,7.29,,18.18,,,,,,,,,,,
TNC,SLABS,H5,8,10/23/2018,2,2018,,,H5,,,149.54,18.73,12.21,18053.63,1.64,5.75,,17.48,,,,,,,,,,,
TNC,SLABS,H5,8,12/20/2018,,2018,,,2 WAI 2,,,170.16,13.28,9.36,7809.38,46.94,16.49,,4.29,,,,,,,,,,,
TNC,SLABS,H4B,7,12/20/2018,,2018,,,3 NEW BRIDGE,,,115.86,4.12,2.58,3625.31,5.49,12.62,,6.53,,,,,,,,,,,
TNC,SLABS,H3A,4,12/20/2018,,2018,,,4 AU WAI 1,,,94.97,4.83,3.18,3078.18,1.15,47.87,,5.62,,,,,,,,,,,
TNC,SLABS,H4A,5,12/20/2018,,2018,,,5 DS LOI 1,,,111.31,9.35,7.25,6342.58,1.27,2.53,,21.18,,,,,,,,,,,
TNC,SLABS,H3B,3,12/20/2018,,2018,,,6 HAPTUK,,,330.6,22.65,17.76,4409.44,131.67,12.59,,4.22,,,,,,,,,,,
TNC,SLABS,H2,2,12/20/2018,,2018,,,7 ALALOA BRIDGE,,,336.36,37.24,30.15,6706.31,130.09,15.54,,1.38,,,,,,,,,,,
TNC,SLABS,H1,1,12/20/2018,,2018,,,8 PAPAHANA,,,134.42,41.77,32.54,11472.74,49.1,14.69,,0.26,,,,,,,,,,,
TNC,SLABS,H7,9,12/20/2018,,2018,,,Makaha Nui,,,76.96,14.72,8.59,1134.7,8.03,1.81,,23.54,,,,,,,,,,,
NERR,SLABS,H1,1,1/18/2019,,2019,101,,8 PAPAHANA,,,153.4,38.42,34.25,10133.82,78.98,1.5,,2.22,,11:14:22 AM,19.86,158.8,0.07,9.15,100.5,0.081,7.81,3.24,
NERR,SLABS,H2,2,1/18/2019,,2019,101,,7 ALALOA BRIDGE,,,345.45,37.83,33.93,8770.4,169.39,3,,3.48,,10:53:23 AM,20.781,172.9,0.08,8.88,99.2,0.078,7.63,5.52,
NERR,SLABS,H3B,3,1/18/2019,,2019,101,,6 HAPTUK,,,352.25,25.94,23.8,8709.9,174.75,8.92,,5.8,,10:08:54 AM,20.787,183.1,0.09,8.38,93.7,0.099,7.51,9.08,
NERR,SLABS,H3A,4,1/18/2019,,2019,101,,4 AU WAI 1,,,119.52,17.56,10.47,6354.06,15.89,1.5,,16.24,,9:45:59 AM,20.444,224.4,0.11,3.82,42.4,0.239,7.09,17.61,
NERR,SLABS,H4A,5,1/18/2019,,2019,101,,5 DS LOI 1,,,122.31,10.08,7.94,3707.62,8.62,4.88,,15.27,,10:36:37 AM,20.63,223,0.11,6.39,71.2,0.323,7.24,11.9,
NERR,SLABS,H4B,7,1/18/2019,,2019,101,,3 NEW BRIDGE,,,134.25,11.07,9.42,4218.76,13.83,28.45,,7.61,,10:33:26 AM,20.72,221.6,0.1,5.53,61.7,0.103,7.26,101.24,
NERR,SLABS,H5,8,1/18/2019,,2019,101,,2 WAI 2,,,148.36,9.69,9.12,5100.53,40.59,9.19,,5.54,,9:32:15 AM,21.403,238.2,0.11,2.62,29.6,0.102,6.96,9.76,
NERR,SLABS,H7,9,1/18/2019,,2019,101,,1 MAKAHA NUI,,,59.95,12.88,10.08,775.94,9.31,3.73,,7.16,,8:42:00 AM,23.561,51776.9,34.08,4.74,67.9,0.231,7.85,8.25,
NERR,SLABS,H1,1,2/19/2019,,2019,102,,8 PAPAHANA,,,120.58,33.05,28.91,8425.81,31.19,1.72,,2.24,,9:39:05 AM,19.749,169.3,0.08,9.1,99.7,0.175,7.7,4,
NERR,SLABS,H2,2,2/19/2019,,2019,102,,7 ALALOA BRIDGE,,,299.2,32.99,29.18,6841.47,86.36,8.02,,3.13,,9:32:06 AM,20.235,0.1,0,9.02,99.7,-0.076,6.64,12.94,
NERR,SLABS,H3A,3,2/19/2019,,2019,102,,6 HAPTUK,,,294.3,30.39,23.2,7002.27,75.8,19.22,,10.98,,10:16:18 AM,20.68,174.1,0.08,8.36,93.2,0.052,7.48,11.59,
NERR,SLABS,H3A,4,2/19/2019,,2019,102,,4 AU WAI 1,,,197.97,12.69,10.87,4700.81,8.25,5.38,,5.78,,10:26:00 AM,20.088,226.8,0.11,4.38,48.3,0.104,7.01,11.19,
NERR,SLABS,H4A,5,2/19/2019,,2019,102,,5 DS LOI 1,,,165.6,12.99,10.58,5544.28,3.57,3.36,,18.28,,10:31:09 AM,20.348,221.2,0.1,5.49,60.9,0.081,7,33.83,
NERR,SLABS,H4B,7,2/19/2019,,2019,102,,3 NEW BRIDGE,,,176.99,11.38,7.55,3330.49,3.97,15.12,,7.34,,10:42:51 AM,20.489,273.8,0.13,4,44.5,0.137,6.78,9.33,
NERR,SLABS,H5,8,2/19/2019,,2019,102,,2 WAI 2,,,135.89,14.75,8.72,5354.37,14.02,7.67,,5.03,,,,,,,,,,,
NERR,SLABS,H7,9,2/19/2019,,2019,102,,1 MN S.R. 2/19/19,,,76.32,8.4,5.67,1510.68,4.02,17.43,,4.72,,11:11:11 AM,22.389,47605.6,31.03,5.73,79,0.54,7.8,4.25,
NERR,SLABS,H1,1,3/20/2019,,2019,103,,PAPAHANA,,,134.85,30.29,22.22,13622.06,88.13,0.55,,1.29,,12:21:01 PM,20.379,167.1,0.08,8.94,99.1,10.346,7.87,0.82,
NERR,SLABS,H2,2,3/20/2019,,2019,103,,ALALOA BRIDGE,,,270.42,27.49,18.53,13921.15,180.58,3.75,,1.73,,11:49:45 AM,22.385,190.4,0.09,9.11,105,10.447,7.95,2.4,
NERR,SLABS,H3B,3,3/20/2019,,2019,103,,HAPTUK,,,290.05,24.29,14.01,13689.02,184.67,8.11,,4.43,,11:15:23 AM,22.046,194.5,0.09,8.3,95.1,10.395,7.72,5.57,
NERR,SLABS,H3A,4,3/20/2019,,2019,103,,AUWAI 1,,,186.15,19.92,13.08,11622.16,0.74,5.04,,4.28,,10:48:52 AM,21.758,262.7,0.12,2.64,30.1,10.437,7.02,8.8,
NERR,SLABS,H4A,5,3/20/2019,,2019,103,,LOI,,,157.02,17.64,8.18,11247.18,2.31,15.66,,53.93,,10:39:09 AM,25.224,258.5,0.12,4.78,58.1,10.411,7.19,172.89,
NERR,SLABS,H5a,6,3/20/2019,,2019,103,,K.BRIDGE SR 3/20/19,,,144.82,12.41,10.75,11751.62,63.86,5.98,,8.1,,10:14:39 AM,22.274,209.4,0.1,2.99,34.4,10.502,7.14,10.64,
NERR,SLABS,H4B,7,3/20/2019,,2019,103,,NEW BRIDGE,,,98.79,15.64,11.79,8559.82,1.53,24.15,,7.88,,9:59:57 AM,22.087,243.8,0.12,2.89,33.1,10.753,7.6,12.38,
NERR,SLABS,H5,8,3/20/2019,,2019,103,,WAI 2,,,103.11,10.45,9.68,12626.58,24.11,8.33,,3.48,,9:09:12 AM,21.872,222.2,0.1,3.7,42.3,10.8,6.89,7.67,
NERR,SLABS,H7,9,3/20/2019,,2019,103,,MAKAHA NUI,,,119.08,9.68,9.31,1449.56,12.61,21.37,,2.73,,9:35:27 AM,24.297,50173.6,32.88,5.92,85.3,10.275,7.87,1.82,
NERR,SLABS,H1,1,4/18/2019,,2019,104,,PAPAHANA,,,119.1,33.34,30.29,13340.38,78.38,0.74,,0.35,,11:02:34 AM,20.81,172.7,0.08,8.97,100.3,-0.045,7.94,0.48,
NERR,SLABS,H2,2,4/18/2019,,2019,104,,ALALOA BRIDGE,,,208.66,28.21,26.99,13696.48,129.92,3.81,,3.43,,10:40:23 AM,22.982,201,0.09,9.06,105.7,-0.018,8.21,2.86,
NERR,SLABS,H3B,3,4/18/2019,,2019,104,,HAPTUK,,,236.17,25.66,21.98,12235.38,146.94,4.72,,3.16,,10:09:58 AM,22.232,201.3,0.09,7.95,91.3,0.132,7.72,4.28,
NERR,SLABS,H3A,4,4/18/2019,,2019,104,,AUWAI 1,,,107.32,20.32,12.72,9557,0.5,0.28,,6.43,,9:53:16 AM,22.374,258,0.12,2.77,31.9,0.002,7.03,9.11,
NERR,SLABS,H4A,5,4/18/2019,,2019,104,,DS LOI 1,,,123.82,17.3,13.19,10579.74,0.5,0.28,,17.87,,9:44:54 AM,25.69,256.5,0.12,6.6,80.9,-0.001,7.29,28.88,
NERR,SLABS,H5a,6,4/18/2019,,2019,104,,Kakoo Bridge,,,148.57,21.23,12.1,9146.43,9.11,9.29,,6.62,,9:19:51 AM,24.926,215.4,0.1,1.26,15.2,0.06,6.82,3.34,
NERR,SLABS,H4B,7,4/18/2019,,2019,104,,NEW BRIDGE ,,,101.9,19.87,10.21,6992.76,0.77,30.19,,5.32,,9:03:44 AM,23.617,248.8,0.12,2.36,27.9,0.04,6.72,9.59,
